1400,50,500
1410,50,500
1420,50,500
1430,50,500
1440,50,500
1450,50,500
1460,50,500
1470,50,500
1480,50,500
1490,50,500
1500,50,500
1510,50,500
1520,50,500
1530,50,500
1540,50,500
1550,50,500
1560,50,500
1570,50,500
1580,50,500
1590,50,500
1600,50,500
1610,50,500
1620,50,500
1630,50,500
1640,50,500
1650,50,500
1660,50,500
1670,50,500
1680,50,500
1690,50,500
1700,50,500
1400,60,500
1410,60,500
1420,60,500
1430,60,500
1440,60,500
1450,60,500
1460,60,500
1470,60,500
1480,60,500
1490,60,500
1500,60,500
1510,60,500
1520,60,500
1530,60,500
1540,60,500
1550,60,500
1560,60,500
1570,60,500
1580,60,500
1590,60,500
1600,60,500
1610,60,500
1620,60,500
1630,60,500
1640,60,500
1650,60,500
1660,60,500
1670,60,500
1680,60,500
1690,60,500
1700,60,500
1400,70,500
1410,70,500
1420,70,500
1430,70,500
1440,70,500
1450,70,500
1460,70,500
1470,70,500
1480,70,500
1490,70,500
1500,70,500
1510,70,500
1520,70,500
1530,70,500
1540,70,500
1550,70,500
1560,70,500
1570,70,500
1580,70,500
1590,70,500
1600,70,500
1610,70,500
1620,70,500
1630,70,500
1640,70,500
1650,70,500
1660,70,500
1670,70,500
1680,70,500
1690,70,500
1700,70,500
1400,80,500
1410,80,500
1420,80,500
1430,80,500
1440,80,500
1450,80,500
1460,80,500
1470,80,500
1480,80,500
1490,80,500
1500,80,500
1510,80,500
1520,80,500
1530,80,500
1540,80,500
1550,80,500
1560,80,500
1570,80,500
1580,80,500
1590,80,500
1600,80,500
1610,80,500
1620,80,500
1630,80,500
1640,80,500
1650,80,500
1660,80,500
1670,80,500
1680,80,500
1690,80,500
1700,80,500
1400,90,500
1410,90,500
1420,90,500
1430,90,500
1440,90,500
1450,90,500
1460,90,500
1470,90,500
1480,90,500
1490,90,500
1500,90,500
1510,90,500
1520,90,500
1530,90,500
1540,90,500
1550,90,500
1560,90,500
1570,90,500
1580,90,500
1590,90,500
1600,90,500
1610,90,500
1620,90,500
1630,90,500
1640,90,500
1650,90,500
1660,90,500
1670,90,500
1680,90,500
1690,90,500
1700,90,500
1400,100,500
1410,100,500
1420,100,500
1430,100,500
1440,100,500
1450,100,500
1460,100,500
1470,100,500
1480,100,500
1490,100,500
1500,100,500
1510,100,500
1520,100,500
1530,100,500
1540,100,500
1550,100,500
1560,100,500
1570,100,500
1580,100,500
1590,100,500
1600,100,500
1610,100,500
1620,100,500
1630,100,500
1640,100,500
1650,100,500
1660,100,500
1670,100,500
1680,100,500
1690,100,500
1700,100,500
1400,110,500
1410,110,500
1420,110,500
1430,110,500
1440,110,500
1450,110,500
1460,110,500
1470,110,500
1480,110,500
1490,110,500
1500,110,500
1510,110,500
1520,110,500
1530,110,500
1540,110,500
1550,110,500
1560,110,500
1570,110,500
1580,110,500
1590,110,500
1600,110,500
1610,110,500
1620,110,500
1630,110,500
1640,110,500
1650,110,500
1660,110,500
1670,110,500
1680,110,500
1690,110,500
1700,110,500
1400,120,500
1410,120,500
1420,120,500
1430,120,500
1440,120,500
1450,120,500
1460,120,500
1470,120,500
1480,120,500
1490,120,500
1500,120,500
1510,120,500
1520,120,500
1530,120,500
1540,120,500
1550,120,500
1560,120,500
1570,120,500
1580,120,500
1590,120,500
1600,120,500
1610,120,500
1620,120,500
1630,120,500
1640,120,500
1650,120,500
1660,120,500
1670,120,500
1680,120,500
1690,120,500
1700,120,500
1400,130,500
1410,130,500
1420,130,500
1430,130,500
1440,130,500
1450,130,500
1460,130,500
1470,130,500
1480,130,500
1490,130,500
1500,130,500
1510,130,500
1520,130,500
1530,130,500
1540,130,500
1550,130,500
1560,130,500
1570,130,500
1580,130,500
1590,130,500
1600,130,500
1610,130,500
1620,130,500
1630,130,500
1640,130,500
1650,130,500
1660,130,500
1670,130,500
1680,130,500
1690,130,500
1700,130,500
1400,140,500
1410,140,500
1420,140,500
1430,140,500
1440,140,500
1450,140,500
1460,140,500
1470,140,500
1480,140,500
1490,140,500
1500,140,500
1510,140,500
1520,140,500
1530,140,500
1540,140,500
1550,140,500
1560,140,500
1570,140,500
1580,140,500
1590,140,500
1600,140,500
1610,140,500
1620,140,500
1630,140,500
1640,140,500
1650,140,500
1660,140,500
1670,140,500
1680,140,500
1690,140,500
1700,140,500
1400,150,500
1410,150,500
1420,150,500
1430,150,500
1440,150,500
1450,150,500
1460,150,500
1470,150,500
1480,150,500
1490,150,500
1500,150,500
1510,150,500
1520,150,500
1530,150,500
1540,150,500
1550,150,500
1560,150,500
1570,150,500
1580,150,500
1590,150,500
1600,150,500
1610,150,500
1620,150,500
1630,150,500
1640,150,500
1650,150,500
1660,150,500
1670,150,500
1680,150,500
1690,150,500
1700,150,500
1400,160,500
1410,160,500
1420,160,500
1430,160,500
1440,160,500
1450,160,500
1460,160,500
1470,160,500
1480,160,500
1490,160,500
1500,160,500
1510,160,500
1520,160,500
1530,160,500
1540,160,500
1550,160,500
1560,160,500
1570,160,500
1580,160,500
1590,160,500
1600,160,500
1610,160,500
1620,160,500
1630,160,500
1640,160,500
1650,160,500
1660,160,500
1670,160,500
1680,160,500
1690,160,500
1700,160,500
